masked_text,labels
"for over 15 years , brian has served as a trusted advisor to multi - state businesses and their owners , focusing on the manufacturing and distribution , real estate , and service industries . they has helped these clients in all stages , from business formation to successful exits , including sales to private equity funds and esops . brian resides in atlanta with their wife and twin 3 year old sons .",1
esther and their team offer accounting and book keeping services for small to medium companies . some of their clients sit in the clusterhaus and as little birds tweet are very content with their work .,0
"they has served as the managing partner of m / s ray & ray , a reputed chartered accountant firm and also as the president of the institute of chartered accountants of india.(icai ) . they is also a non - executive independent director of eih ltd , and french motor car co. ltd . , etc . they is also associated with different social and philanthropic associations .",1
"they has held positions at both large and small firms , and worked with clients of all sizes , and now focuses on the tax and accounting matters of small - to - medium sized private businesses and their owners .",1
"prior to their appointment of timmins gold controller in 2005 they was moore stephens sonora office audit manager and independent consultant . they has been involved in all the financial activities since the company incorporation and has participated in the operation , regulations and legal activities . they also has been involved in the financial management role for other companies of the mining sector . in 2009 was appointed vice president finance mexico and in 2017 they was appointed country manager mexico .",1
they got their bsc in commerce from ain shams university in 2004 and pursued their studies in the above fields of knowledge till they discovered the theories demonstrated in this book .,1
"they has had experience in managing various projects in the areas of erp { development & implementation } , corporate banking , financial planning and analytics , automated testing , financial consolidation , business intelligence , and marketing analytics . harshal has been associated with marico limited as manager – business applications where they leads critical business applications such as ... [ more ]",1
"previously they held employment with ryan associates and the avenue capital group . an athlete , kevin martoken enjoys playing in local leagues and also supports the new york mets and the giants .",1
"prior to joining changelab solutions , trinh worked as an internal auditor at sterling hsa . they has more than eight years of experience in a variety of industries , including public accounting , retail , nonprofit and health service administration . trinh graduated from csu hayward with a degree in accounting . jessica wickens , mfa",1
"their organization agreed to fund their degree with similar terms as wade . after reflecting on their growth , kim realized that they did n't want to return to their current role within the organization and sought a broader responsibility to hone their skills and knowledge . they was able to use the program to transition to a small technology company and to broader operational role . the decision to transition came with the large price tag of having to pay their former employer back for their tuition fees but for their it was the right decision .",0
"they received their mba in finance from post university and a bs in accounting from central connecticut state university . belfonti companies , llc real estate development and investment , with a central office located in hamden , connecticut , actively and aggressively pursues opportunities throughout the united states and internationally . © the belfonti companies . all rights reserved .",0
"they was at lucas aerospace for 15 years , rising to the role of finance director , before joining meggitt in 1993 . they served as meggitt 's finance director from 1995 to january 2001 when they became ceo on the retirement of the previous incumbent . since that time meggitt 's shares have put on 70 % compared to a 15 % drop for bae 's .",1
"smucker company in orrville , ohio as the manager , financial accounting and consolidation . in this role , they oversees the consolidation of the financial results and fulfilling all of the external reporting requirements with the securities and exchange commission ( sec ) . previously , they held roles at a. schulman , inc . and ernst & young . lindsay graduated from kent state university with both their bs in accounting in 2008 and their they in accounting in 2009 . in their spare time , they loves to workout or do any type of physical activity , be in the kitchen , and spend time with their family . lindsay and their husband tim currently reside in north canton , ohio with their two children , bradley ( 2.5 years ) and kennedy ( 7 months ) .",0
they is the finance manager at mercy connections and the treasurer at both the burlington bicycle project and the first unitarian universalist society of burlington .,0
"they ’s held executive leadership roles in blue chip companies in both the uk and europe . they has experience of all aspects of business management including financial control , business development , strategic planning and corporate governance .",1
they is a certified public accountant and has been with the firm since 1999 . their favorite activity outside the office is getting together with family and friends .,0
"marlon has previous water utility experience as cfo of manukau water limited and chief customer officer for watercare . they was appointed to the role of chief financial officer in july 2018 , and holds responsibility for watercare ’s financial stability and commercial focus . they oversees the financial planning and analysis , supply chain , property , legal , internal audit , risk and resilience functions .",1
"they is an expert at using their accounting and auditing skills to provide the government agencies with high - quality reports and maintain compliance . they has consistently provided employers with outstanding service and demonstrated their commitment to excellence for every job they has undertaken.gary kapanowski was previously part of the dcaa compliance team and a liaison who was responsible for developing and receiving approval of forward price rates , overheads , accounting changes and comprehensive business plans . they was responsible for creating numerous closure and design - to - cost reports during their time at dcaa . read more here:- https://garykapanowski.wordpress.com/2015/02/09/gary-kapanowski-part-of-the-dcaa-compliance-team/",1
they . ahmed is also a certified sustainability reporting specialist . they was trained from malaysia and indonesia on sustainability reporting . they is one of the pioneers in bangladesh banking industry who started to produce full scale sustainability report and integrated report for bank .,1
"they found a home with a foster mother and lived a somewhat normal life . annie is the daughter of the they who was allegedly the “ newton slayer ” a serious killer from newton , iowa who targeted young mother ’s . since the visions began they decided to travel back to the source of all their adult issues , newton .",0
they has previously been a member and co - chair of the invercargill city council youth council which they sat on for four years . tessa represents the youth sector of southland .,0
"sarah has worked with freelancers and contractors throughout their career , starting as an expenses assistant within an umbrella company and working with many market - leading contractor accounting firms before setting up their own practice .",0
"they graduated with an m.b.a . from rollins college in 2006 and a bachelor of arts in organizational communication from rollins college in 2003 . carrie served as it a director in information technology at rollins prior to transitioning to director of financial information systems and strategic initiatives . carrie also serves on the board of ten thousand villages and teaches as an adjunct professor of financial / managerial accounting , information technology , and digital video .",0
"sheila c. geeslin has been issued a tennessee license number 5854 . all cpas , including sheila c. geeslin , have at the minimum an undergraduate degree in accounting , passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed . cpas can work in private industry , education or government but most people think of cpas during tax season as the experts in tax preparation . their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions .",0
they has also taken a number of courses in taxation . they currently is the accountant at the saskatchewan writers ’ guild as well as owning their own accounting firm .,0
"they has 30 years of experience in auditing , accounting , tax planning , team building and management . john has worked for ernst & young cpas and most recently was the cfo for a large local retailer . currently they is a partner with chief growth officers , llc and is a member of the american institute of certified public accountants and the florida institute of certified public accountants . john graduated magna cum laude with bs in accounting from the university of akron in akron , ohio .",1
"they was a former economic adviser in south africa , the first chairman of the steering committee , chief executive of the secretartiat of the new partnership for africa 's development ( nepad ) , a former president of the south african institute of chartered accountants , a former chairman of the south african council of higher education , and a former president of the international organization of employers .",1
"they loves to be at home , enjoys occasional adventures and becomes happy with the simplest things like coffee , a walk along the beach or hearing birds sing by their window when they wakes up .",0
"robert is better able to help their business clients with their legal problems because their cpa , mba and business experience give them the tools to do so .",1
"delancey has experience working for the u.s . department of justice as a financial investigator , the state of georgia as a forensic accountant , and bank of america as a bank security and bank operations manager . they holds a b.a . from the university of georgia and a b.b.a from georgia state university.paul andrew graduated from the university of georgia and received their juris doctor from georgia state law school . they has almost twenty years of experience working in private practice in lawrenceville , ga .",1
"while preparing thousands of tax returns over the years , they has developed close relationships with their clients and their families . unfortunately , they has witnessed ( many times ) the devastation and frustration brought on when a family needs to recreate a household 's financial puzzle .",1
"they has over 25 years of experience in accounting and business consulting . they is a part of the quickbooks pro advisor network in both the desktop and online versions . in addition , tracy loves to work with those in the non profit community and has received their cnap ( certified non profit accounting professional ) certification .",0
"they has spent the last 15 years in financial management of non - profits and is the director of finance for the acton institute in grand rapids , michigan . for this film they served as the business manager but also found themselves behind the camera among other decidedly non - bean - counting pursuits .",1
they 's connected with several other charities assisting the poor and homeless and is active in the field of education . they is also vice chair of st dominic 's sixth form college in harrow and a director of terra nova pension trustee limited .,1
"in their career , they has worked as both a cpa and a chief financial officer in the healthcare and real estate industries . bill received both their bachelor of business administration ( accounting ) and master of taxation from georgia state university . as the owner of rozar morris , bill ’s mission is to provide a highly proactive , personalized and consistent level of service to all of their clients . they and their team are dedicated to fulfilling that goal each and every day .",1
"a member of the society since 1994 , they has served the organization as vice president and president of a conference , a district council president , archdiocesan vice president and treasurer , as well as a regional treasurer . they also has served as the chair of a vincentian life committee . they has a bachelor ’s degree from loyola university in chicago and an mba from the university of detroit .",1
"they often writes about their personal experiences to help others learn more about this fascinating market . for reliable information , creighton often consults the barchart.com website , however they is not affiliated with this company in any way.add a comment : name * e - mail * comment * send",1
"lance currently works as the managing director of joshua lance cpa , llc , a tech - focused boutique accounting firm specializing in outsourced accounting and cfo services to small businesses and entrepreneurs using cloud based solutions . their previous work includes more than a decade of accounting and auditing experience at top-10 national public accounting firms , including diversified financial management corp . , n pritzker capital management llc , and crowe horwath llp . their more recent work includes managing cash - flow and investments for high - net - worth individuals .",1
"their clients come from a variety of fields including healthcare and construction as well as the non - profit sector . hall&apos;s services include tax , accounting and consulting work.</p >",1
"beth ann ’s background comes with more than 17 years working in local government as a finance director . they became signal ’s financial accountant in june , 2010 . in this role , their responsibilities include receipt and payment of all vendor invoices , contract billing preparation , maintenance of accounting informantion , financial reporting , budgeting , and audit preparation . marketing and communications department",0
"in 2017 kita moved from georgia and has made tampa their new home . they has been practicing many different latin styles , including salsa , merengue , and bachata , for over 8 years . in addition to being a salsa instructor at the way 2 dance , they is also a licensed zumba and zumba gold instructor since december 2016 .",0
"they has provided tax and audit services to clients in a range of industries including construction services , retail trade , nonprofit organizations , closely held businesses , employee benefit plans and energy services . lee also has experience helping clients with personal tax and estate planning .",1
"they is the audit partner responsible for auditing the financial statements of core technology ’s u.s . operations for the fiscal year ended december 31 , 2010 . during all times relevant to this case , thomas was also a partner with weiss and associates , llp . core technology , based in frankfurt , germany , is an international advertising and media services conglomerate with offices throughout the world . kuhn and dieter is core technology ’s frankfurt - based auditing firm and issues joint reports with weiss and associates , llp . during the relevant period , core technology was a foreign private issuer whose american depository receipts were registered with the securities and exchange commission and were listed on the nyse .",1
"their first book , a rising they , was the start of a series set in india during the period between the two world wars , when the uk still occupied it . their new book , a necessary evil , continues the story of captain sam wyndham and sergeant ‘ surrender - not ’ banerjee of the calcutta police force .",1
"they has an in - depth understanding of present indian and global tax policies . they has been a member of various chambers of commerce and management associations . they has spoken on "" out - bound investment from india "" at the american embassy in new delhi . through their blog , they will concentrate on simplifying complex tax situations and contribute towards tax reforms . puneet puri is a chartered accountant with more than 15 years of experience in direct tax matters . they has an in - depth understanding of present indian and gl . . . more",1
"instead , they ends up wanted for murder and on the run . they befriends an indian who nurses them back to health and provides philosophical commentary . they are pursued by a trio of bounty hunters , including one very nasty they with cannibalistic tendencies . depp and friend manage to find their way to an indian village for a final showdown with their pursuers , and themselves . shot in glorious black - and - white by robby müller and featuring an anachronistic but effective solo guitar soundtrack by neil young . it goes off the rail occasionally with jarring , over - the - top violence , but manages to be both entertaining and thought provoking , if not downright awe inspiring .",1
"they has worked for companies in nottingham , london and dublin . eithne provides financial management and strategic advice to a full range of business entities from large organisations to small growing businesses .",0
"tony was a founder of dowgate capital plc , a specialist aim market nominated adviser and broker . they was appointed chief executive on 2004 and led the successful development of the group until its sale in summer 2009 . since then , tony and their team from dowgate have successfully established cairn financial advisers llp , an aim nominated adviser , plus adviser and takeover code specialist . tony is a member of the aim advisory group of the london stock exchange .",1
from 1992 until today they has successfully managed and grown a regional tourism venture into a major tourism company . they has a proven background in fundraising and charity events and a keen interest in film and is dedicated to advancing cinefestoz and tourism in the south west region .,0
"they foreman has over 11 years of combined experience with top and middle tier accounting firms , and more recently a corporate advisory company specialising in the areas of audit , advisory and corporate services . they foreman has extensive skills in the areas of audit , corporate services , due diligence and asx corporate compliance .",0
"after strange occurrences begin haunting their , they � s convinced by a motherly friend to take a vacation in < ? xml : namespace prefix = st1 ns = "" urn : schemas - microsoft - com : office : smarttags "" />scotland . while there , they meets the they of their dreams , a handsome stranger with shifting hazel eyes .",0
"a consultant and non - executive director , they previously served as an elected member of the sa accounting practices board and is the ex - chairperson of the chamber of mines accounting committee . their other recent board memberships include non - executive directorships at teba limited , metamar limited and rand refinery . they ’s also been active in the non - profit sector as a director of the ekurhuleni jewellery beneficiation project and a benefactor of wecare , a community upliftment initiative that helps orphaned children . they holds bachelor of commerce and bachelor of accountancy degrees from the university of the witwatersrand .",0
"at all relevant times they was a partner in the accounting firm of deloitte & touche ( "" deloitte "" ) . bacsik served as engagement partner for the audits of the year - end financial statements of fine host corporation from at least 1993 through fine host 's fiscal year ended december 25 , 1996 . they was also the engagement partner for the reviews of fine host 's quarterly financial statements for the relevant periods in fiscal 1996 and for the first quarter of fiscal 1997 .",1
"throughout their career , gavin has held key financial positions with various building and construction companies . gavin commenced their career as canstruct chief financial officer in 2013 . their role includes supporting the ceo and management team to develop and deliver strategy and planning , and managing the risks associated with an international building and civil engineering business . since tenure as canstruct cfo , gavin has taken a lead role in the augmentation and improvement of the company systems and financial processes to support the growth of the company .",1
they founded frontline accounting in manila using an offshore model . they and their team have helped so many people in times of trouble throughout the philippines with their outreach progr ...,1
"they has worked for the past decade in middle - market investment banking with several firms in the st . louis area . during that time , they led a number of successful sell - side engagements representing privately owned businesses in aerospace / defense , professional services and craft brewing . prior to their investment banking career , dan served as senior vice president with engineered support systems ( essi ) , a st . louis - based defense contractor , where they directed m&a activities and managed investor relations for this high - growth public company . in this role , they completed the acquisition of nine separate privately owned businesses generating combined annual revenues of $ 650 million and representing an aggregate transaction value of approximately $ 500 million .",1
"laura previously worked for pricewaterhousecoopers toronto office . currently they is a risk and assurance consultant with the internal audit division of ontario ’s treasury board secretariat . laura holds a master of management and professional accounting degree from the rotman school of university of toronto . in their spare time , laura has volunteered to speak on various topics of professional development for their friends and the accounting professionals in the chinese community . they enjoys travelling and resides in toronto with their husband and three - year old twins .",0
"their expertise includes accounting and auditing , income tax planning and preparation , and financial consulting for individuals and businesses . these are just some of the businesses that they has helped with their tax and accounting needs : restaurants , retail , real estate partnerships and brokerages , construction contractors , doctors , dentists and attorneys .",1
"they recently served as chief financial officer and one of the general partners / founders of stephan pyles enterprises , a multi - unit restaurant holding company based in dallas . previously , michael served as chief operating officer of landmark land company , a $ 2.5 billion real estate development company with resort and hotel operations in california , florida , south carolina , louisiana and oklahoma .",1
"throughout 2000 , teren seto reported directly to teo and their wife , annie teo , on a daily basis . in 2000 , teren seto knew that teo was a substantial shareholder of musicland securities .",1
they is a keen supporter of the garrick youth theatre and shakespeare in the park and has been a city councillor since may 2007 where they represents the st john ’s ward .,1
"they is a member of the american institute of certified public accountants and the california society of certified public accountants . travis opened the firm in january 2011 after working for 6 1/2 years in public accounting gaining valuable and diverse experience in audit , taxation , consulting , and accounting engagements .",1
their primary responsibility is working with high wealth families and meeting their accounting and reporting needs . in addition to the family office work they also prepares individual and business tax returns .,0
"they holds a master ’s in public and nonprofit administration from metropolitan state university . their current board positions include great minds learning center and the arrowhead regional arts board . tammy has also served as a panelist for the state arts board . for the past six years tammy served as finance director for the minnesota discovery center in chisholm . tammy was very involved in operational management using financial information to help guide the organization . most recently , tammy has established a consulting service to help nonprofits in capacity building .",0
"dailey completed their undergraduate studies at villanova university and earned their law degree at delaware law school . dailey has served as a cpa in a variety of industries , including real estate , construction , banking , and auditing prior to establishing their law firm 25 years ago . during their thirteen - year tenure onrecenter ’s board of directors , dailey served in various officer positions prior to their current role .",1
"they moved to toronto from tirana , albania to seek a better life opportunity in canada in 2000 . apart from the master degree from university of nebraska they pursued their career in accounting and finance to become a certified general accountant in 2007 . they is currently working for eone entertainment as financial reporting manager . they has been working in various other senior finance roles since they finished their bachelor degree in 1992 . in their free time they loves to help community in various parent school boards and ontario girls guide volunteer jobs and events .",0
"they joined multichoice in 2013 as the chief financial officer , before becoming a member of multichoice south africa board as director of finance in april 2014 .",1
they . holtz was a pioneer in development of forensic accounting and has worked as a forensic auditor in a number of cases over the years . they . holtz has served on the board of directors since january 2004 and is 75 years old .,1
"they became a partner of the local branch turquand youngs & co on april 1 , 1972 , and was a senior co - partner of pwc until their retirement from active practice in march 2000 . they was previously also chairman of malta enterprise , the malta stock exchange , finance malta , malta ’s high commissioner to the uk , and president of the malta federation of industry .",1
during this period they . lecourt spent nearly 15 years in practice including as a partner with the firm maheu noiseux . they then went on to become a business manager for a few years before serving as an investment advisor for nearly 20 years .,1
"painting allows their to break the norms and explore various mediums in art , meet people with different ideologies and moreover , discover themselves in the process . conducting different art workshops , exhibiting their work , and unconditional support from their family and friends has given their the motivation to pursue their passion .",0
"they has extensive experience assisting clients with initial public offerings ( ipos ) and advising on technical accounting areas including stock - based compensation expense , revenue recognition , capitalized software , and purchase accounting . clapp has project managed numerous ipos and secondary offerings for high - growth technology companies . prior to joining morganfranklin , they served at pwc and was recognized by the virginia board of accountancy for earning one of the state 's top 10 highest cpa scores in 2007 .",1
they obtained their master in business administration from university of portsmouth ( uk ) . they was formerly the director of two public listed companies . they has extensive experience in accounting and management . they is currently a member of the school of business administration at wawasan open university .,1
"mary earned their bachelor of science in accounting from virginia commonwealth university . they was a senior accountant at plott & walton , and then a senior internal operations auditor at capital one financial corporation . mary has also served as an accountant for several local area businesses . mary joined mccallum & kudravetz , p.c . in 2017 .",0
"cheryl joined perspectives in 1993 after working on perspectives ’ annual audit while employed by a public accounting firm . their accounting specialty is recipients of federal awards . they has an extensive working knowledge of federal laws and regulations , ensuring compliance with perspectives ’ numerous government contracts and seventeen deferred government loans . they has developed and maintained extensive non - profit fund accounting systems and internal control policies and procedures . as a member of the management team , cheryl helped lead the annual budget growth from $ 800,000 to $ 3,000,000 during their twenty year tenure .",0
"david w. overby has been issued a mississippi license . all cpas , including david w. overby , have at the minimum an undergraduate degree in accounting , passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed . cpas can work in private industry , education or government but most people think of cpas during tax season as the experts in tax preparation . their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions .",0
"their expertise in tax law has aided individuals to ceo 's of major companies in maneuvering the treacherous waters of the irs with ease and positive results . their "" grand dog "" is their adored companion . these two passions lead elizabeth to offer their talent and guidance in helping pawsitively humane , inc in ensuring healthy financial status so that the organization can focus on strategic goal of reversing homeless pets .",0
"anthony j. cuccia has been issued a mississippi license . all cpas , including anthony j. cuccia , have at the minimum an undergraduate degree in accounting , passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed . cpas can work in private industry , education or government but most people think of cpas during tax season as the experts in tax preparation . their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions .",0
"they has 32 years combined experience in public accounting and private industry . they earned their b.s . degree from clarion university . their memberships include american institute of certified public accountants and pennsylvania institute of certified public accountants , and rotary club of colonial park – past president & past treasurer .",1
they teaches financial accounting and fraud and has been instrumental in incorporating technology in the classroom and developing pedagogy in distance learning for accounting courses . they earned their undergraduate and graduate degrees from trinity and the university of hartford . they has taught at both the undergraduate and graduate accounting and finance level . read more,1
"they has worked at several big 4 accounting firms as well as in a large private equity firm where they handled tax returns and issues for a range of entities from billion dollar funds to start - ups . currently , gina is an owner of noy tax associates located in new york city . gina provides tax planning and compliance services for clients in many industries including health care , technology , food , and finance services businesses . gina has experience with corporate , partnership , as well as individual local and multi - state taxes .",0
"their mission is guiding people to the right financial path and henceforth the business name "" guide advisors , cpa "" . one way of pursuing their mission is delivering helpful information to the community through newspaper column . the articles they is writing on korea times cover various topics ranging from international tax issues , fbar , social security , retirement planning , estate tax , investment options and tax consequences , to individual financial management . their long career in investment and personal financial management arena differeciates them from fellow cpas in public accounting . certainly the combination of their cpa , mba , and their career in finance and investment world is a good qualification to give people a good financial advice . they received mba from the george washington university . they lives in northern virginia with their supportive wife and two beautiful daughters .",1
"they . garibay is responsible for supporting the accounts payable process , expense management , fixed - asset administration , and the overall efficient management of the firm ’s finances .",0
they is an active angel investor and is a non - executive director of different companies . piyush draws their experience from firms both in kenya and in the united kingdom,1
they is an avid birdwatcher and nature lover . they has deep interests in recycling and eco - friendly concepts . they is from chennai and is an active member of the chennaicrafters club .,0
"they has over 10 years of experience as a chief financial officer with elopak inc . , fibrek inc . and malette industries inc . previously , they held various progressive financial positions for 12 years with tembec inc .",0
"they went on to graduate from california polytechnic state university at san luis obispo with a degree in accounting , then spent four years with arthur andersen and deloitte & touche within their respective assurance & advisory practices . they worked within the consumer products , retail , aerospace and oil & gas sectors .",1
"after completing their bachelor ’s degree in business administration and accounting from the inter american university , they held several accounting and management positions in local and multinational companies based in puerto rico .",1
"deniece is currently the senior director , business intelligence and special projects with the calgary sports and entertainment corporation where they is responsible for financial modelling , strategic analysis and special projects such as calgarynext . previously , deniece was employed by deloitte , the government of alberta , and bdo dunwoody where their focus was corporate income tax in the energy sector .",0
stephen ’s roots in a small country town underpin their desire to see every person succeed in life irrespective of where they come from . they has held committee positions in sporting clubs and community groups and mentored refugees and students helping them make a positive contribution to communities here in australia .,1
"they has a master ’s in taxation from university of illinois , urbana - champaign . in 2004 mark co - founded roi business services , llc , where they leads the taxation and management advisory services .",1
they is a certified valuation analyst and a certified merger & acquisition advisor . curzon holds a bachelor of science degree in accounting and business administration from the university of kansas.br / >,1
"they wrote a blog detailing their husband ’s two - year illness with non - hodgkin ’s lymphoma . waterman is now the director of operations for the new york city chapter of the leukemia & lymphoma society . they is also the long island chapter leader of modern widows club , a national mentoring organization for widows , and is training to be a yoga teacher .",0
"they graduated from lasalle university in 1974 with a bachelor ’s degree in accounting . they is a certified public accountant ( cpa ) , equipping them with high ethical standards , measurable experience , and education . in addition to their cpa license , kevin is a personal financial specialist ( pfs ) and retirement income certified professional ® . they is a member of the american institute of cpas ( aicpa ) , and the pennsylvania institute of cpas ( picpa ) . they is also a member of the aicpa personal financial planning section and is a member of the financial services institute .",1
"but this is a sabbatical with a difference . graham intends on using their year to volunteer their time towards good causes as well as learn how to speak spanish ( on the south american leg of their trip ) . to follow their blog , click here .",1
"they manages the preparation of all financial reports , monitors and analyzes monthly operating results , and oversees the daily operations of two accounting departments .",0
"they started their career as a graduate trainee with geest in lincolnshire before moving to london to join cargill , the commodities specialist . they then joined pepsico as finance controller moving on to become finance director for the food division in eastern europe from 1991 – 1994 . 1994 finance director of wincanton ’s retail division . 1999 managing director of the retail division . 2003 managing director of wincanton ’s uk and ireland business following takeover of p&o trans european . 2005 mcfaull took over as group chief executive on the retirement of paul bateman . they is a fellow and vice - president of the chartered institute of logistics and transport .",1
"prior to focusing on business intelligence , kaplan was a group controller for hilite industries inc . , an automotive manufacturer with facilities located in the u.s . , france , and germany . before joining hilite , they was the vice president of finance and information technology for northern stamping inc . , an automotive manufacturer acquired by hilite industries . kaplan has also worked as a manager in the management consulting practice of ernst & young llp and has held a variety of financial positions with lincoln electric , gencorp , and motorola . kaplan has co - authored articles and cases appearing in the journal of cost management , the journal of accounting case research , and accounting perspectives .",1
"they has hands on experience in managing accounts manually as well as in sage , quickbooks and quicken , peachtree , erp systems , peach tree , people soft , and myob .",0
"in addition to spending their free time watching the market , steve is working on their mba with a specialization in finance at villanova university , and they is busy preparing for their july wedding to the lovely and very understanding diana galvin .",1
"more important , they has been an officer in the couple 's broadcast company since it was incorporated in 2000 . ( the company , most recently known as personplanet communications inc . , registered an assumed business name -- new thought broadcasting -- in may 2003 . )",1
"they has vast experience in identity , security , and grc and for over a decade has been the founder and guiding force behind strategic security solutions ( s3 ) . s3 provides targeted professional services expertise for various fortune 500 companies . prior to s3 , johanna served in various roles including external ... read more →",0
"they has a masters of business administration from troy university and a juris doctorate from thomas goode jones law school . kim has over 20 years experience in tax and accounting . their experience also includes tax audits , business formations and estate planning .",0
"they supports the accounting department by overseeing billing , payroll , accounts payable , preparing month - end related reports and assisting on the year - end audit .",0
zarsky has agreed to a five - year suspension from appearing or practicing before the sec as an accountant . following the suspension period they is eligible to apply for reinstatement .,0
"d. kunte & co. , chartered accountants , from 1984 . areas of expertise include audit and representative practice , consultancy on accountancy , taxation , finance and strategy . they would represent clients at the income tax office and as counsel before the commissioner of income tax and income tax tribunal . they is now in academics , head of finance at sydenham management institute . they was also part of start - up team of management institutes - united world school of business , malad and mba program of bombay stock exchange training institute . they is an accredited cancer patient counselor and obtained their ph . d. in issues relating to healthcare . they works closely with various bodies for financial inclusion . they is actively associated with bombay chartered accountants society , bse brokers forum and cii iwn . ”",0
"gaap and ifrs , and accounting for business combinations . kss was acquired by ningbo joyson electronic corp . , a publicly listed company on the shanghai stock exchange , in june 2016 for $ 920 million . bill led the purchase accounting efforts including collaborating with the specialists on the valuation and purchase price allocation and compiling the opening balance sheet for kss ’ 32 locations and 44 legal entities .",1
"they is responsible for all aspects of grant accounting , including financial reporting , and provides general support for the accounting department . prior to joining the foundation , they . fernan was a senior accountant with condon , o'meara , mcginty & donnelley , specializing in audits and preparation of tax returns for nonprofit organizations . they . fernan is a graduate of long island university , c. w. post .",0
they is a partner in the firm skeet kaye llp . jeffrey is very excited to be working amongst so many dedicated and enthusiastic people for the each one teach one trust . they believes that everyone from all backgrounds should have the chance to flourish – especially those who may not have had the best start in life .,1
they obtained their ca designation in 1977 and their fca designation in 2008 . they spent 25 years of their professional career as 14e8 an international tax partner with kpmg in vancouver advising many significant canadian based multi - national groups and large public companies on their international tax arrangements . they . hollands has been a director of just energy since 2015 .,1
"in 2017 , they became a shareholder in the firm . they has a degree in accounting east central university . prior to rejoining the firm , they served as the controller for a wholesale lumber company for 15 years . stephanie has considerable experience in problem solving and helping governmental entities recover from with long - ignored accounting records .",0
they has over six years of public accounting experience and has served primarily the not - for - profit industry . joe received their masters in business administration from the university of maryland and graduated from marist with a bachelor ’s of science degree in accounting . they obtained the not - for - profit certificate in core concepts from the american institute of cpas .,1
"they wears loud ties because they hasn � t much of a personality and changed their name from reichmann to sex in 1998 because they thought that this would get them in on every act . it didn � t. a far as they knows , however , they carries no diseases and although in therapy since eighteen has never harmed anyone . home | buzzwords",1
"in this period , they successfully negotiated 15 public and private merger and acquisitions . they was previously the interim - ceo of northern hunter energy inc . , a predecessor company of valeura energy inc . they has held the position of cfo at vermilion resources ltd . , clear energy inc . and sound energy trust . in addition , they . bjornson is a past director of bulldog oil & gas inc . , bulldog resources , and aventura energy .",1
"they is a strong auditor with prolific experience , and skills in funding deals for start - ups and developing the m&a deal structure for sme . and they acts as atfs lab ’s financial advisor .",1
"they brings strong financial and business acumen to the company , having served in various financial leadership roles within the homebuilding industry for 23 years . donice has had roles at market place communities and pulte homes ( where they was vp of finance and vp of operations ) , and at other regional and national homebuilders in arizona .",0
"they has a background in tax planning and compliance for closely held corporations and has worked with a variety of clients ranging from self - employed farmers and small business owners to high - income individuals . services offered include accounting , estate planning , payroll , irs representation and more . the firm is dedicated to maintaining high professional standards and undergoes peer reviews every three years to ensure quality control . its commitment to exceptional services has earned it high reviews among past clients and an a+ rating from the better business bureau .",1
"they is working as a lead consultant with infosys and has 10 + years of experience . they has extensive experience in oracle e - business suite and oracle fusion . they has led business transformation , implementation , upgrade , enhancement , roll - out , business process reengineering , support and maintenance projects . they has worked for financial service outsourcing , banking , cards , payment and it service outsourcing industries . their experience include oracle financial & scm suites . they is passionate about designing solutions for the client that amplifies the effectiveness of the business process and drive greater value .",1
